,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
5000,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5001,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5002,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5003,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5004,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5005,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5006,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5007,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5008,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5009,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5010,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5011,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5012,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5013,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5014,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5015,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5016,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5017,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5018,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5019,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5020,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5021,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5022,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5023,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5024,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5025,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5026,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5027,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5028,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5029,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5030,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5031,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5032,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5033,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5034,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5035,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5036,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5037,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5038,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5039,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5040,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5041,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5042,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5043,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5044,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5045,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5046,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5047,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5048,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5049,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5050,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5051,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5052,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5053,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5054,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5055,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5056,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5057,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5058,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5059,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5060,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5061,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5062,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5063,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5064,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5065,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5066,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5067,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5068,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5069,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5070,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5071,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5072,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5073,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5074,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5075,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5076,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5077,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5078,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5079,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5080,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5081,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5082,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5083,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5084,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5085,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5086,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5087,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5088,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5089,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5090,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5091,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5092,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5093,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5094,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5095,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5096,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5097,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5098,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5099,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5100,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5101,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5102,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5103,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5104,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5105,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5106,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5107,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5108,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5109,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5110,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5111,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5112,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5113,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5114,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5115,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5116,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5117,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5118,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5119,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5120,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5121,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5122,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5123,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5124,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5125,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5126,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5127,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5128,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5129,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5130,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5131,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5132,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5133,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5134,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5135,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5136,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5137,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5138,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5139,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5140,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5141,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5142,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5143,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5144,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5145,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5146,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5147,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5148,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5149,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5150,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5151,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5152,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5153,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5154,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5155,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5156,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5157,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5158,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5159,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5160,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5161,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5162,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5163,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5164,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5165,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5166,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5167,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5168,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5169,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5170,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5171,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5172,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5173,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5174,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5175,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5176,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5177,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5178,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5179,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5180,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5181,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5182,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5183,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5184,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5185,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5186,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5187,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5188,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5189,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5190,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5191,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5192,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5193,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5194,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5195,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5196,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5197,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5198,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5199,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5200,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5201,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5202,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5203,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5204,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5205,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5206,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5207,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5208,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5209,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5210,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5211,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5212,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5213,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5214,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5215,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5216,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5217,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5218,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5219,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5220,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5221,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5222,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5223,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5224,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5225,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5226,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5227,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5228,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5229,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5230,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5231,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5232,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5233,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5234,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5235,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5236,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5237,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5238,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5239,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5240,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5241,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5242,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5243,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5244,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5245,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5246,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5247,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5248,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5249,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5250,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5251,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5252,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5253,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5254,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5255,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5256,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5257,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5258,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5259,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5260,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5261,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5262,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5263,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5264,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5265,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5266,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5267,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5268,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5269,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5270,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5271,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5272,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5273,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5274,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5275,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5276,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5277,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5278,1,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,3
5279,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5280,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5281,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5282,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5283,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5284,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5285,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5286,1,0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3
5287,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5288,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5289,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5290,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5291,1,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3
5292,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5293,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5294,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5295,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5296,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5297,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5298,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5299,1,0.165,0.12,0.05,0.021,0.0075,0.0045,0.014,3
5300,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5301,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5302,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5303,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5304,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5305,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5306,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5307,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5308,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5309,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5310,1,0.13,0.1,0.03,0.013,0.0045,0.003,0.004,3
5311,1,0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3
5312,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5313,2,0.155,0.11,0.04,0.0155,0.0065,0.003,0.005,3
5314,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5315,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5316,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5317,2,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,3
5318,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011,3
5319,1,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3
5320,2,0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
5321,1,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
5322,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5323,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5324,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5325,1,0.165,0.12,0.03,0.0215,0.007,0.005,0.005,3
5326,1,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3
5327,1,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
5328,1,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
5329,1,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
5330,1,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
5331,1,0.28,0.12,0.075,0.117,0.0455,0.029,0.0345,4
5332,1,0.24,0.18,0.055,0.0555,0.0235,0.013,0.018,4
5333,1,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
5334,1,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4
5335,1,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4
5336,2,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,4
5337,1,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4
5338,1,0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4
5339,1,0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
5340,1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
5341,1,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4
5342,2,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
5343,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
5344,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
5345,1,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4
5346,1,0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
5347,1,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
5348,1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
5349,1,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
5350,1,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,4
5351,1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
5352,1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
5353,1,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
5354,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
5355,1,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
5356,1,0.205,0.15,0.065,0.04,0.02,0.011,0.013,4
5357,1,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
5358,1,0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
5359,1,0.2,0.15,0.04,0.046,0.021,0.007,0.0065,4
5360,1,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4
5361,2,0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
5362,1,0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4
5363,1,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
5364,1,0.175,0.125,0.04,0.028,0.0095,0.008,0.009,4
5365,1,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4
5366,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
5367,1,0.21,0.15,0.055,0.0455,0.02,0.0065,0.013,4
5368,1,0.245,0.19,0.06,0.086,0.042,0.014,0.025,4
5369,1,0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4
5370,1,0.245,0.195,0.06,0.095,0.0445,0.0245,0.026,4
5371,1,0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
5372,1,0.3,0.235,0.08,0.131,0.05,0.0265,0.043,4
5373,1,0.24,0.185,0.06,0.0655,0.0295,0.0005,0.02,4
5374,1,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4
5375,1,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
5376,1,0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4
5377,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
5378,1,0.21,0.15,0.05,0.042,0.0175,0.0125,0.015,4
